ORF,Chr,ORF_Start,ORF_End,Strand,TSS,TTS,TranscriptLength,TranscriptQualifier,TranscriptCenter,PromoterLength,PromoterQualifier,PromoterCenter,NDR3pLength,NDR3pQualifier,NDR3pCenter,Plus1,Minus1,RelativePlus1,RelativeMinus1,NDRcenter,NDRwidth
YOR262W,chrXV,817292,818335,1,817229,818436,1208,Verified,817833,204,divergent,817127,206,tandem,818539,817283,817008,54,-221,817146,128
YOR264W,chrXV,818866,820158,1,818643,820360,1718,Verified,819502,206,tandem,818540,59,tandem,820390,818712,818446,69,-197,818579,119
YOR265W,chrXV,820454,820774,1,820420,820988,569,Verified,820704,59,tandem,820390,34,tandem,821005,820449,820210,29,-210,820330,92
YOR266W,chrXV,821023,822294,1,821023,822353,1331,Verified,821688,34,tandem,821006,37,convergent,822372,820993,820756,-30,-267,820875,90
YOR267C,chrXV,824867,822588,-1,825024,822391,2634,Verified,823708,509,tandem,825279,1367,convergent,821707,NaN,NaN,NaN,NaN,NaN,NaN
YOR269W,chrXV,826385,827869,1,826309,828027,1719,Verified,827168,376,divergent,826121,-103,convergent,827975,826334,826126,25,-183,826230,61
YOR270C,chrXV,830574,828052,-1,830745,827925,2821,Verified,829335,195,tandem,830843,1615,convergent,827117,830702,831040,43,-295,830871,191
YOR272W,chrXV,832813,834195,1,832739,834274,1536,Verified,833507,656,divergent,832411,-41,convergent,834253,832793,832427,54,-312,832610,219
YOR273C,chrXV,836431,834452,-1,836499,834234,2266,Verified,835367,1104,divergent,837051,1494,convergent,833487,836568,837072,-69,-573,836820,357
YOR274W,chrXV,837674,838960,1,837604,839025,1422,Verified,838315,1104,divergent,837052,-74,convergent,838988,837708,837482,104,-122,837595,79
YOR275C,chrXV,841069,839084,-1,841101,838952,2150,Verified,840027,171,divergent,841187,1347,convergent,838278,841056,841343,45,-242,841200,140
YOR276W,chrXV,841333,841818,1,841273,841910,638,Verified,841592,171,divergent,841187,877,tandem,842349,841343,841056,70,-217,841200,140
YOR278W,chrXV,842817,843644,1,842788,843754,967,Verified,843271,877,tandem,842349,-127,convergent,843690,842853,842628,65,-160,842741,78
YOR279C,chrXV,844630,843698,-1,844741,843628,1114,Verified,844185,148,tandem,844815,839,convergent,843208,844718,844945,23,-204,844832,80
YOR280C,chrXV,845792,844992,-1,845813,844890,924,Verified,845352,352,tandem,845989,148,tandem,844816,845790,845989,23,-176,845890,52
YOR281C,chrXV,847129,846269,-1,847157,846166,992,Verified,846662,226,divergent,847270,352,tandem,845990,847118,847397,39,-240,847258,132
YOR284W,chrXV,848478,849209,1,848431,849490,1060,Verified,848961,142,tandem,848360,138,tandem,849559,848479,848230,48,-201,848355,102
YOR285W,chrXV,849635,850054,1,849629,850122,494,Verified,849876,138,tandem,849560,134,tandem,850189,849661,849376,32,-253,849519,138
YOR286W,chrXV,850280,850729,1,850257,850975,719,Verified,850616,134,tandem,850190,-107,convergent,850921,850307,850055,50,-202,850181,105
YOR287C,chrXV,851839,850937,-1,851861,850869,993,Verified,851365,175,tandem,851949,611,convergent,850563,851821,852102,40,-241,851962,134
YOR288C,chrXV,853077,852121,-1,853114,852037,1078,Verified,852576,241,divergent,853235,175,tandem,851949,853085,853380,29,-266,853233,148
YOR290C,chrXV,860258,855147,-1,860408,855079,5330,Verified,857744,581,divergent,860699,1722,convergent,854218,860340,860649,68,-241,860495,162
YOR291W,chrXV,861175,865593,1,860990,865658,4669,Verified,863324,581,divergent,860699,-67,convergent,865624,861082,860818,92,-172,860950,117
YOR293W,chrXV,867098,867852,1,867071,867993,923,Verified,867532,428,divergent,866857,4,convergent,867995,867096,866565,25,-506,866831,384
YOR294W,chrXV,868340,868951,1,868298,869100,803,Verified,868699,79,divergent,868258,30,tandem,869115,868341,868059,43,-239,868200,135
YOR295W,chrXV,869208,869894,1,869131,870125,995,Verified,869628,30,tandem,869116,-72,tandem,870089,869199,868974,68,-157,869087,78
YOR297C,chrXV,875321,874743,-1,875347,874614,734,Verified,874981,251,divergent,875473,4559,convergent,872334,875311,875569,36,-222,875440,111
YOR298W,chrXV,875599,877038,1,875599,877038,1440,Verified,876319,251,divergent,875473,-43,convergent,877016,875569,875311,-30,-288,875440,111
YOR298C-A,chrXV,877685,877230,-1,877755,876996,760,Verified,877376,604,divergent,878057,1396,convergent,876298,877768,878102,-13,-347,877935,187
YOR299W,chrXV,878435,880675,1,878360,880734,2375,Verified,879547,604,divergent,878058,212,tandem,880840,878356,878101,-4,-259,878229,108
YOR301W,chrXV,880965,882272,1,880947,882582,1636,Verified,881765,212,tandem,880841,86,tandem,882625,880990,880672,43,-275,880831,171
YOR302W,chrXV,882765,882842,1,882669,882853,185,Verified,882761,86,tandem,882626,1494,tandem,883600,882777,882503,108,-166,882640,127
YOR303W,chrXV,882899,884134,1,882669,884209,1541,Verified,883439,86,tandem,882626,138,tandem,884278,882777,882503,108,-166,882640,127
YOR304W,chrXV,884514,887876,1,884348,888003,3656,Verified,886176,1494,tandem,883601,174,convergent,888090,884409,884118,61,-230,884264,144
YOR305W,chrXV,889022,889750,1,888992,889828,837,Verified,889410,240,divergent,888872,-66,convergent,889795,889006,888735,14,-257,888871,124
YOR306C,chrXV,891432,889867,-1,891616,889763,1854,Verified,890690,1009,tandem,892121,770,convergent,889378,891659,892046,-43,-430,891853,240
YOR307C,chrXV,894092,892731,-1,894289,892626,1664,Verified,893458,41,tandem,894310,1009,tandem,892121,894209,894506,80,-217,894358,150
YOR308C,chrXV,896387,894624,-1,896411,894331,2081,Verified,895371,156,tandem,896489,41,tandem,894310,896380,896655,31,-244,896518,128
YOR310C,chrXV,898360,896825,-1,898393,896568,1826,Verified,897481,453,tandem,898620,156,tandem,896490,898339,898660,54,-267,898500,174
YOR311C,chrXV,899928,899056,-1,899975,898847,1129,Verified,899411,192,tandem,900071,453,tandem,898620,899923,900248,52,-273,900086,178
YOR312C,chrXV,901194,900250,-1,901264,900168,1097,Verified,900716,593,tandem,901561,192,tandem,900072,901177,901704,87,-440,901441,380
YOR313C,chrXV,902874,901858,-1,902874,901858,1017,Verified,902366,1798,divergent,903773,593,tandem,901561,902952,903223,-78,-349,903088,124
YOR315W,chrXV,904760,905800,1,904673,906136,1464,Verified,905405,1798,divergent,903774,-25,convergent,906123,904308,903900,-365,-773,904104,261
YOR316C,chrXV,907555,906236,-1,907696,906112,1585,Verified,906904,29,tandem,907711,1438,convergent,905393,907661,907954,35,-258,907808,146
YOR317W,chrXV,909343,911445,1,909292,911694,2403,Verified,910493,1356,divergent,908614,1123,tandem,912256,909318,908776,26,-516,909047,395
YOR319W,chrXV,912822,913463,1,912818,913595,778,Verified,913207,1123,tandem,912256,-73,convergent,913558,912844,912480,26,-338,912662,217
YOR320C,chrXV,915094,913619,-1,915196,913523,1674,Verified,914360,789,divergent,915591,704,convergent,913171,915181,915472,15,-276,915327,144
YOR321W,chrXV,916030,918291,1,915986,918323,2338,Verified,917155,789,divergent,915591,129,convergent,918388,916021,915749,35,-237,915885,125
YOR322C,chrXV,921062,918606,-1,921300,918453,2848,Verified,919877,164,tandem,921382,2466,convergent,917220,921251,921539,49,-239,921395,141
YOR323C,chrXV,922905,921535,-1,922924,921465,1460,Verified,922195,172,tandem,923010,164,tandem,921383,922869,923132,55,-208,923001,116
YOR324C,chrXV,925040,923232,-1,925187,923097,2091,Verified,924142,359,divergent,925367,172,tandem,923011,925156,925586,31,-399,925371,283
YOR326W,chrXV,925721,930445,1,925547,930672,5126,Verified,928110,359,divergent,925367,-61,convergent,930641,925586,925156,39,-391,925371,283
YOR327C,chrXV,931081,930734,-1,931164,930612,553,Verified,930888,2485,divergent,932407,5064,convergent,928080,931136,931567,28,-403,931352,284
YOR328W,chrXV,931803,936497,1,933650,936724,3075,Verified,935187,2485,divergent,932407,-237,convergent,936605,933653,933438,3,-212,933546,68
YOR329C,chrXV,939349,936731,-1,939392,936488,2905,Verified,937940,107,tandem,939446,2837,convergent,935069,939396,939661,-4,-269,939529,118
YOR330C,chrXV,943385,939621,-1,943428,939500,3929,Verified,941464,196,divergent,943526,107,tandem,939446,943372,943672,56,-244,943522,153
YOR332W,chrXV,943656,944357,1,943625,944418,794,Verified,944022,196,divergent,943527,177,tandem,944507,943672,943372,47,-253,943522,153
YOR334W,chrXV,944596,946008,1,944596,946103,1508,Verified,945350,177,tandem,944507,-4,convergent,946101,944612,944353,16,-243,944483,112
YOR335C,chrXV,949109,946233,-1,949226,946100,3127,Verified,947663,521,divergent,949487,1503,convergent,945348,949166,949534,60,-308,949350,221
YOR336W,chrXV,949773,953870,1,949748,954001,4254,Verified,951875,521,divergent,949487,210,tandem,954106,949777,949534,29,-214,949656,96
YOR337W,chrXV,954344,956623,1,954212,956895,2684,Verified,955554,210,tandem,954107,2,tandem,956896,954302,954050,90,-162,954176,105
YOR339C,chrXV,958832,958362,-1,958868,958115,754,Verified,958492,252,tandem,958994,1216,convergent,957507,NaN,NaN,NaN,NaN,NaN,NaN
YOR340C,chrXV,960182,959202,-1,960262,959121,1142,Verified,959692,599,divergent,960562,252,tandem,958995,960206,960490,56,-228,960348,137
YOR341W,chrXV,960987,965981,1,960862,966262,5401,Verified,963562,599,divergent,960562,323,convergent,966424,960920,960614,58,-248,960767,159
YOR344C,chrXV,978069,977194,-1,978201,977011,1191,Verified,977606,3475,divergent,979939,9028,tandem,972497,NaN,NaN,NaN,NaN,NaN,NaN
YOR346W,chrXV,981828,984785,1,981677,984953,3277,Verified,983315,3475,divergent,979939,-72,convergent,984917,981700,981406,23,-271,981553,147
YOR347C,chrXV,986462,984942,-1,986567,984882,1686,Verified,985725,331,tandem,986733,3204,convergent,983280,986522,986786,45,-219,986654,117
YOR348C,chrXV,988782,986899,-1,988782,986899,1884,Verified,987841,979,divergent,989272,331,tandem,986733,989026,989393,-244,-611,989210,220
YOR349W,chrXV,989789,992833,1,989762,992992,3231,Verified,991377,979,divergent,989272,-186,convergent,992899,989836,989395,74,-367,989616,294
YOR350C,chrXV,994855,992864,-1,994891,992807,2085,Verified,993849,-162,tandem,994810,3044,convergent,991285,994830,995103,61,-212,994967,126
YOR351C,chrXV,996511,995018,-1,996511,994730,1782,Verified,995621,626,divergent,996824,-162,tandem,994811,996905,997161,-394,-650,997033,109
YOR353C,chrXV,1000828,998453,-1,1000861,998312,2550,Verified,999587,169,tandem,1000946,1173,convergent,997725,1000812,1001119,49,-258,1000966,160
YOR354C,chrXV,1003225,1001147,-1,1003250,1001031,2220,Verified,1002141,1395,divergent,1003948,169,tandem,1000946,1003215,1003518,35,-268,1003367,156
YOR355W,chrXV,1005137,1006705,1,1004646,1006896,2251,Verified,1005771,1395,divergent,1003948,246,tandem,1007019,1004687,1004128,41,-518,1004408,412
YOR356W,chrXV,1007221,1009116,1,1007143,1009232,2090,Verified,1008188,246,tandem,1007020,-118,convergent,1009173,1007184,1006860,41,-283,1007022,177
YOR357C,chrXV,1009712,1009224,-1,1009729,1009115,615,Verified,1009422,395,divergent,1009927,1971,convergent,1008129,1009694,1009949,35,-220,1009822,108
YOR358W,chrXV,1010161,1010889,1,1010125,1011169,1045,Verified,1010647,395,divergent,1009927,-121,tandem,1011108,1010160,1009949,35,-176,1010055,64
YOR359W,chrXV,1011189,1012760,1,1011049,1013020,1972,Verified,1012035,-121,tandem,1011110,97,convergent,1013069,1011101,1010802,52,-247,1010952,152
YOR360C,chrXV,1014821,1013241,-1,1015053,1013118,1936,Verified,1014086,221,tandem,1015164,2068,convergent,1012084,1015009,1015377,44,-324,1015193,221
YOR361C,chrXV,1017652,1015361,-1,1017575,1015275,2301,Verified,1016425,121,tandem,1017636,221,tandem,1015164,1017512,1017807,63,-232,1017660,148
YOR362C,chrXV,1018746,1017880,-1,1018800,1017697,1104,Verified,1018249,1080,tandem,1019340,121,tandem,1017636,1018749,1019050,51,-250,1018900,154
YOR363C,chrXV,1023212,1020222,-1,1023511,1019881,3631,Verified,1021696,-243,tandem,1023389,1080,tandem,1019341,1023250,1023464,261,47,1023357,67
YOR367W,chrXV,1026007,1026609,1,1025982,1026693,712,Verified,1026338,409,divergent,1025777,118,tandem,1026752,1026027,1025790,45,-192,1025909,90
YOR368W,chrXV,1026843,1028048,1,1026812,1028176,1365,Verified,1027494,118,tandem,1026753,-90,convergent,1028131,1026862,1026644,50,-168,1026753,71
YOR369C,chrXV,1028625,1028194,-1,1028693,1028087,607,Verified,1028390,331,tandem,1028859,1274,convergent,1027450,1028621,1029079,72,-386,1028850,311
YOR370C,chrXV,1030994,1029183,-1,1031334,1029025,2310,Verified,1030180,70,tandem,1031369,331,tandem,1028859,1031276,1031597,58,-263,1031437,174
YOR371C,chrXV,1034182,1031489,-1,1034301,1031405,2897,Verified,1032853,172,tandem,1034387,70,tandem,1031370,1034251,1034532,50,-231,1034392,134
YOR372C,chrXV,1036471,1034807,-1,1036563,1034474,2090,Verified,1035519,204,divergent,1036665,172,tandem,1034388,1036483,1036812,80,-249,1036648,182
YOR373W,chrXV,1036834,1039389,1,1036768,1039491,2724,Verified,1038130,204,divergent,1036666,288,tandem,1039635,1036812,1036483,44,-285,1036648,182
YOR374W,chrXV,1039840,1041399,1,1039780,1041517,1738,Verified,1040649,288,tandem,1039636,72,convergent,1041553,1039771,1039421,-9,-359,1039596,203
YOR375C,chrXV,1043042,1041678,-1,1043099,1041590,1510,Verified,1042345,2096,divergent,1044147,1809,convergent,1040685,1043180,1043606,-81,-507,1043393,279
YOR377W,chrXV,1046226,1047803,1,1046208,1048024,1817,Verified,1047116,581,tandem,1045917,1486,tandem,1048767,1046238,1045950,30,-258,1046094,141
YOR380W,chrXV,1051290,1052930,1,1051077,1053000,1924,Verified,1052039,-51,tandem,1051103,2212,tandem,1054106,1051118,1050876,41,-201,1050997,95
YOR381W,chrXV,1055545,1057680,1,1055213,1057794,2582,Verified,1056504,2212,tandem,1054107,628,tandem,1058108,1055067,1054875,-146,-338,1054971,45
YOR382W,chrXV,1059531,1059992,1,1059506,1060086,581,Verified,1059796,915,tandem,1059048,201,convergent,1060187,1059253,1058973,-253,-533,1059113,133
YOR383C,chrXV,1061055,1060441,-1,1061102,1060288,815,Verified,1060695,423,divergent,1061314,781,convergent,1059897,NaN,NaN,NaN,NaN,NaN,NaN
YOR384W,chrXV,1061564,1063648,1,1061526,1063648,2123,Verified,1062587,423,divergent,1061314,1386,tandem,1064341,1061439,1061181,-87,-345,1061310,111
YOR386W,chrXV,1066839,1068536,1,1066825,1068761,1937,Verified,1067793,626,tandem,1066512,859,convergent,1069191,1066854,1066618,29,-207,1066736,89
YOR388C,chrXV,1072923,1071793,-1,1072923,1071793,1131,Verified,1072358,1242,divergent,1073544,884,tandem,1071351,1073123,1073396,-200,-473,1073260,126
YOR391C,chrXV,1079258,1078545,-1,1079258,1078545,714,Verified,1078902,1017,divergent,1079767,1807,convergent,1077641,NaN,NaN,NaN,NaN,NaN,NaN
YOR393W,chrXV,1080276,1081589,1,1080276,1081589,1314,Verified,1080933,1017,divergent,1079767,1128,tandem,1082153,NaN,NaN,NaN,NaN,NaN,NaN
YOR394W,chrXV,1082718,1083212,1,1082718,1083212,495,Verified,1082965,1128,tandem,1082154,989,convergent,1083707,NaN,NaN,NaN,NaN,NaN,NaN
YPL283C,chrXVI,6007,280,-1,6082,280,5803,Verified,3181,1850,tandem,7007,279,tandem,140,NaN,NaN,NaN,NaN,NaN,NaN
YPL282C,chrXVI,8427,7933,-1,8427,7933,495,Verified,8180,1129,tandem,8992,1850,tandem,7008,NaN,NaN,NaN,NaN,NaN,NaN
YPL281C,chrXVI,10870,9557,-1,10870,9557,1314,Verified,10214,1016,divergent,11378,1129,tandem,8992,NaN,NaN,NaN,NaN,NaN,NaN
YPL274W,chrXVI,22938,24701,1,22886,24763,1878,Verified,23825,6017,divergent,19877,250,tandem,24888,22864,22502,-22,-384,22683,215
YPL273W,chrXVI,25087,26064,1,25014,26167,1154,Verified,25591,250,tandem,24889,379,convergent,26357,25014,24662,0,-352,24838,205
YPL271W,chrXVI,30079,30267,1,30058,30384,327,Verified,30221,1893,divergent,29111,74,tandem,30421,30092,29791,34,-267,29942,154
YPL270W,chrXVI,30482,32803,1,30459,32902,2444,Verified,31681,74,tandem,30422,110,tandem,32957,30493,30252,34,-207,30373,94
YPL269W,chrXVI,33013,34947,1,33013,35093,2081,Verified,34053,110,tandem,32958,86,tandem,35136,33041,32772,28,-241,32907,122
YPL268W,chrXVI,35236,37845,1,35180,37890,2711,Verified,36535,86,tandem,35137,263,tandem,38022,35247,34968,67,-212,35108,132
YPL267W,chrXVI,38169,38798,1,38154,38865,712,Verified,38510,263,tandem,38022,208,tandem,38969,38177,37920,23,-234,38049,110
YPL266W,chrXVI,39121,40077,1,39074,40150,1077,Verified,39612,208,tandem,38970,796,tandem,40548,39101,38813,27,-261,38957,141
YPL265W,chrXVI,41043,42869,1,40947,43184,2238,Verified,42066,796,tandem,40549,-154,convergent,43107,40711,40229,-236,-718,40470,335
YPL263C,chrXVI,46506,44551,-1,46528,44473,2056,Verified,45501,843,divergent,46950,128,tandem,44409,46496,46782,32,-254,46639,139
YPL262W,chrXVI,47336,48802,1,47372,48843,1472,Verified,48108,843,divergent,46950,369,tandem,49028,47382,47153,10,-219,47268,82
YPL259C,chrXVI,52671,51244,-1,52684,51042,1643,Verified,51863,711,tandem,53040,1828,convergent,50128,52653,52964,31,-280,52809,164
YPL258C,chrXVI,55153,53498,-1,55436,53396,2041,Verified,54416,7775,divergent,59324,711,tandem,53040,56007,56435,-571,-999,56221,281
YPL256C,chrXVI,66614,64977,-1,66789,64747,2043,Verified,65768,913,divergent,67246,1534,convergent,63980,66969,67463,-180,-674,67216,347
YPL255W,chrXVI,67725,68882,1,67703,69112,1410,Verified,68408,913,divergent,67246,131,tandem,69178,67738,67463,35,-240,67601,128
YPL254W,chrXVI,69485,70951,1,69244,71020,1777,Verified,70132,131,tandem,69178,-51,convergent,70994,69303,69019,59,-225,69161,137
YPL253C,chrXVI,73006,71063,-1,73047,70970,2078,Verified,72009,213,tandem,73154,1725,convergent,70107,73008,73278,39,-231,73143,123
YPL252C,chrXVI,73881,73363,-1,73925,73261,665,Verified,73593,194,tandem,74022,213,tandem,73154,73875,74176,50,-251,74026,154
YPL250C,chrXVI,74719,74309,-1,74861,74120,742,Verified,74491,690,tandem,75206,194,tandem,74023,74859,75299,2,-438,75079,293
YPL249C-A,chrXVI,76239,75699,-1,76253,75552,702,Verified,75903,365,tandem,76436,690,tandem,75207,76254,76733,-1,-480,76494,332
YPL249C,chrXVI,79353,76669,-1,79380,76619,2762,Verified,78000,168,tandem,79464,365,tandem,76436,79360,79616,20,-236,79488,109
YPL248C,chrXVI,82356,79711,-1,82356,79549,2808,Verified,80953,152,tandem,82432,168,tandem,79465,82329,82600,27,-244,82465,124
